league,season,player_id,games_played,attempts,mades,total_points,three_attempts,three_mades,two_attempts,two_mades,assisted_shots,fouled_on_shot,blocked_shots,avg_shot_distance,fg_percentage,two_pt_percentage,three_pt_percentage,efg_percentage,points_per_shot,three_pa_rate,ft_attempts,ft_mades,ft_percentage,fouled_fga,fouled_fg_made,fg_pct_on_fouled_fga,cns_attempts,cns_mades,cns_points,cns_three_attempts,cns_three_mades,cns_two_attempts,cns_two_mades,cns_fg_percentage,cns_efg_percentage,cns_ft_attempts,cns_ft_mades,cns_points_per_shot,cns_attempt_rate,od_attempts,od_mades,od_points,od_three_attempts,od_three_mades,od_two_attempts,od_two_mades,od_fg_percentage,od_efg_percentage,od_ft_attempts,od_ft_mades,od_points_per_shot,od_attempt_rate,contested_attempts,contested_mades,contested_points,contested_three_attempts,contested_three_mades,contested_two_attempts,contested_two_mades,contested_fg_percentage,contested_two_fg_percentage,contested_three_fg_percentage,contested_efg_percentage,contested_ft_attempts,contested_ft_mades,contested_points_per_shot,contested_attempt_rate,uncontested_attempts,uncontested_mades,uncontested_points,uncontested_three_attempts,uncontested_three_mades,uncontested_two_attempts,uncontested_two_mades,uncontested_fg_percentage,uncontested_two_fg_percentage,uncontested_three_fg_percentage,uncontested_efg_percentage,uncontested_ft_attempts,uncontested_ft_mades,uncontested_points_per_shot,uncontested_attempt_rate,rim_attempts,rim_mades,rim_fg_percentage,rim_attempt_rate,short_midrange_paint_attempts,short_midrange_paint_mades,short_midrange_paint_fg_percentage,short_midrange_paint_attempt_rate,long_midrange_attempts,long_midrange_mades,long_midrange_fg_percentage,long_midrange_attempt_rate,zone_three_attempts,zone_three_mades,zone_three_fg_percentage,zone_three_attempt_rate,attempts_Restricted_Area,mades_Restricted_Area,attempts_Paint_Non_RA,mades_Paint_Non_RA,attempts_Mid_Range,mades_Mid_Range,attempts_Corner_3,mades_Corner_3,attempts_Above_Break_3,mades_Above_Break_3,cl_average_attempts,cl_average_mades,cl_average_points,cl_average_fg_percentage,cl_average_attempt_rate,cl_average_points_per_shot,cl_blocked_attempts,cl_blocked_mades,cl_blocked_points,cl_blocked_fg_percentage,cl_blocked_attempt_rate,cl_blocked_points_per_shot,cl_light_attempts,cl_light_mades,cl_light_points,cl_light_fg_percentage,cl_light_attempt_rate,cl_light_points_per_shot,cl_open_attempts,cl_open_mades,cl_open_points,cl_open_fg_percentage,cl_open_attempt_rate,cl_open_points_per_shot,cl_plus_attempts,cl_plus_mades,cl_plus_points,cl_plus_fg_percentage,cl_plus_attempt_rate,cl_plus_points_per_shot,cst_catchAndShoot_attempts,cst_catchAndShoot_mades,cst_catchAndShoot_points,cst_catchAndShoot_fg_percentage,cst_catchAndShoot_attempt_rate,cst_catchAndShoot_points_per_shot,cst_dribblePullUp_attempts,cst_dribblePullUp_mades,cst_dribblePullUp_points,cst_dribblePullUp_fg_percentage,cst_dribblePullUp_attempt_rate,cst_dribblePullUp_points_per_shot,cst_dunk_attempts,cst_dunk_mades,cst_dunk_points,cst_dunk_fg_percentage,cst_dunk_attempt_rate,cst_dunk_points_per_shot,cst_floater_attempts,cst_floater_mades,cst_floater_points,cst_floater_fg_percentage,cst_floater_attempt_rate,cst_floater_points_per_shot,cst_heave_attempts,cst_heave_mades,cst_heave_points,cst_heave_fg_percentage,cst_heave_attempt_rate,cst_heave_points_per_shot,cst_hook_attempts,cst_hook_mades,cst_hook_points,cst_hook_fg_percentage,cst_hook_attempt_rate,cst_hook_points_per_shot,cst_layup_attempts,cst_layup_mades,cst_layup_points,cst_layup_fg_percentage,cst_layup_attempt_rate,cst_layup_points_per_shot,cst_leaner_attempts,cst_leaner_mades,cst_leaner_points,cst_leaner_fg_percentage,cst_leaner_attempt_rate,cst_leaner_points_per_shot,cst_lob_attempts,cst_lob_mades,cst_lob_points,cst_lob_fg_percentage,cst_lob_attempt_rate,cst_lob_points_per_shot,cst_offMove_attempts,cst_offMove_mades,cst_offMove_points,cst_offMove_fg_percentage,cst_offMove_attempt_rate,cst_offMove_points_per_shot,cst_postFadeaway_attempts,cst_postFadeaway_mades,cst_postFadeaway_points,cst_postFadeaway_fg_percentage,cst_postFadeaway_attempt_rate,cst_postFadeaway_points_per_shot,cst_shakeAndRaise_attempts,cst_shakeAndRaise_mades,cst_shakeAndRaise_points,cst_shakeAndRaise_fg_percentage,cst_shakeAndRaise_attempt_rate,cst_shakeAndRaise_points_per_shot,cst_stepback_attempts,cst_stepback_mades,cst_stepback_points,cst_stepback_fg_percentage,cst_stepback_attempt_rate,cst_stepback_points_per_shot,cst_tip_attempts,cst_tip_mades,cst_tip_points,cst_tip_fg_percentage,cst_tip_attempt_rate,cst_tip_points_per_shot,player_name,team_name,meta_team_id,appearances,is_traded
SPAIN,2024-2025,58484,14,40,28,74,0,0,40,28,26,16,2,3.267005,0.7,0.7,,0.7,1.3357400722021662,0.0,35,18,0.5142857142857142,16,5,0.3125,20,18,36,0,0,20,18,0.9,0.9,4,1,1.7003676470588234,0.5714285714285714,15,8,16,0,0,15,8,0.5333333333333333,0.5333333333333333,1,0,1.0362694300518136,0.42857142857142855,26,16,32,0,0,26,16,0.6153846153846154,0.6153846153846154,,0.6153846153846154,5,1,1.1702127659574468,0.65,14,12,24,0,0,14,12,0.8571428571428571,0.8571428571428571,,0.8571428571428571,0,0,1.7142857142857142,0.35,28,22,0.7857142857142857,0.7,12,6,0.5,0.3,0,0,,0.0,0,0,,0.0,28,22,12,6,0,0,0,0,0,0,13,10,20,0.7692307692307693,0.325,1.5384615384615385,2,0,0,0.0,0.05,0.0,4,4,8,1.0,0.1,2.0,10,8,16,0.8,0.25,1.6,11,6,12,0.5454545454545454,0.275,1.0909090909090908,0,0,0,,0.0,,0,0,0,,0.0,,9,8,16,0.8888888888888888,0.225,1.7777777777777777,0,0,0,,0.0,,0,0,0,,0.0,,4,0,0,0.0,0.1,0.0,16,13,26,0.8125,0.4,1.625,0,0,0,,0.0,,8,7,14,0.875,0.2,1.75,0,0,0,,0.0,,1,0,0,0.0,0.025,0.0,0,0,0,,0.0,,0,0,0,,0.0,,2,0,0,0.0,0.05,0.0,James Nnaji,Basquet Girona,1315,14,False
SPAIN,2024-2025,59305,3,5,1,2,3,0,2,1,0,0,0,16.98014,0.2,0.5,0.0,0.2,0.4,0.6,0,0,,0,0,,3,0,0,3,0,0,0,0.0,0.0,0,0,0.0,0.6,2,1,2,0,0,2,1,0.5,0.5,0,0,1.0,0.4,3,1,2,2,0,1,1,0.3333333333333333,1.0,0.0,0.3333333333333333,0,0,0.6666666666666666,0.6,2,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.4,1,1,1.0,0.2,1,0,0.0,0.2,0,0,,0.0,3,0,0.0,0.6,1,1,1,0,0,0,1,0,2,0,2,0,0,0.0,0.4,0.0,0,0,0,,0.0,,0,0,0,,0.0,,2,0,0,0.0,0.4,0.0,1,1,2,1.0,0.2,2.0,3,0,0,0.0,0.6,0.0,0,0,0,,0.0,,0,0,0,,0.0,,1,0,0,0.0,0.2,0.0,0,0,0,,0.0,,0,0,0,,0.0,,1,1,2,1.0,0.2,2.0,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,Albert Ventura Pedreno,Basquet Girona,1315,3,False
SPAIN,2024-2025,58696,15,68,38,111,10,3,58,35,33,11,0,13.96772205882353,0.5588235294117647,0.603448275862069,0.3,0.5808823529411765,1.330935251798561,0.14705882352941177,35,32,0.9142857142857143,11,5,0.45454545454545453,57,34,71,9,3,48,31,0.5964912280701754,0.6228070175438597,5,5,1.2837837837837838,0.8636363636363636,9,4,8,1,0,8,4,0.4444444444444444,0.4444444444444444,0,0,0.8888888888888888,0.13636363636363635,41,23,47,3,1,38,22,0.5609756097560976,0.5789473684210527,0.3333333333333333,0.573170731707317,4,4,1.1927034611786718,0.6119402985074627,26,15,32,7,2,19,13,0.5769230769230769,0.6842105263157895,0.2857142857142857,0.6153846153846154,1,1,1.248108925869894,0.3880597014925373,15,12,0.8,0.22058823529411764,7,3,0.42857142857142855,0.10294117647058823,35,20,0.5714285714285714,0.5147058823529411,10,3,0.3,0.14705882352941177,15,12,7,3,35,20,0,0,10,3,17,9,19,0.5294117647058824,0.25,1.1176470588235294,0,0,0,,0.0,,6,4,8,0.6666666666666666,0.08823529411764706,1.3333333333333333,20,11,24,0.55,0.29411764705882354,1.2,24,14,28,0.5833333333333334,0.35294117647058826,1.1666666666666667,26,12,27,0.46153846153846156,0.38235294117647056,1.0384615384615385,3,2,4,0.6666666666666666,0.04411764705882353,1.3333333333333333,4,4,8,1.0,0.058823529411764705,2.0,0,0,0,,0.0,,0,0,0,,0.0,,1,0,0,0.0,0.014705882352941176,0.0,10,7,14,0.7,0.14705882352941177,1.4,0,0,0,,0.0,,1,1,2,1.0,0.014705882352941176,2.0,16,9,18,0.5625,0.23529411764705882,1.125,1,1,2,1.0,0.014705882352941176,2.0,3,1,2,0.3333333333333333,0.04411764705882353,0.6666666666666666,0,0,0,,0.0,,2,1,2,0.5,0.029411764705882353,1.0,Jan Vesely,BC Barcelona,1340,15,False
SPAIN,2024-2025,461,12,48,25,69,21,9,27,16,18,9,6,13.782802083333332,0.5208333333333334,0.5925925925925926,0.42857142857142855,0.6145833333333334,1.2339055793991416,0.4375,18,10,0.5555555555555556,9,4,0.4444444444444444,22,13,32,13,6,9,7,0.5909090909090909,0.7272727272727273,1,1,1.4705882352941175,0.4782608695652174,24,10,23,8,3,16,7,0.4166666666666667,0.4791666666666667,3,3,1.0268562401263823,0.5217391304347826,36,17,42,18,8,18,9,0.4722222222222222,0.5,0.4444444444444444,0.5833333333333334,4,4,1.2182203389830508,0.75,12,8,17,3,1,9,7,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.7083333333333334,0,0,1.4166666666666667,0.25,14,10,0.7142857142857143,0.2916666666666667,11,4,0.36363636363636365,0.22916666666666666,2,2,1.0,0.041666666666666664,20,9,0.45,0.4166666666666667,14,10,11,4,2,2,9,5,11,4,16,8,21,0.5,0.3333333333333333,1.3125,6,0,0,0.0,0.125,0.0,4,2,4,0.5,0.08333333333333333,1.0,8,6,13,0.75,0.16666666666666666,1.625,14,9,21,0.6428571428571429,0.2916666666666667,1.5,11,4,12,0.36363636363636365,0.22916666666666666,1.0909090909090908,8,4,11,0.5,0.16666666666666666,1.375,3,3,6,1.0,0.0625,2.0,4,1,2,0.25,0.08333333333333333,0.5,1,0,0,0.0,0.020833333333333332,0.0,0,0,0,,0.0,,14,9,18,0.6428571428571429,0.2916666666666667,1.2857142857142858,0,0,0,,0.0,,1,1,2,1.0,0.020833333333333332,2.0,2,2,6,1.0,0.041666666666666664,3.0,0,0,0,,0.0,,0,0,0,,0.0,,1,0,0,0.0,0.020833333333333332,0.0,3,1,2,0.3333333333333333,0.0625,0.6666666666666666,Dame Sarr Elhadji,BC Barcelona,1340,12,False
SPAIN,2024-2025,59114,39,172,91,257,103,45,69,46,75,16,5,16.984814534883718,0.5290697674418605,0.6666666666666666,0.4368932038834951,0.6598837209302325,1.3554852320675106,0.5988372093023255,40,30,0.75,16,5,0.3125,126,60,161,97,41,29,19,0.47619047619047616,0.6388888888888888,2,2,1.2846784363177806,0.7730061349693251,37,27,56,2,2,35,25,0.7297297297297297,0.7567567567567568,2,1,1.5047518479408657,0.22699386503067484,120,60,151,73,31,47,29,0.5,0.6170212765957447,0.4246575342465753,0.6291666666666667,3,3,1.2693702604681834,0.7317073170731707,44,27,65,24,11,20,16,0.6136363636363636,0.8,0.4583333333333333,0.7386363636363636,1,0,1.4626462646264626,0.2682926829268293,32,25,0.78125,0.18604651162790697,22,13,0.5909090909090909,0.12790697674418605,13,7,0.5384615384615384,0.0755813953488372,96,42,0.4375,0.5581395348837209,32,25,22,13,13,7,37,16,59,26,71,35,94,0.49295774647887325,0.4127906976744186,1.323943661971831,5,0,0,0.0,0.029069767441860465,0.0,11,3,8,0.2727272727272727,0.06395348837209303,0.7272727272727273,33,24,57,0.7272727272727273,0.19186046511627908,1.7272727272727273,44,25,57,0.5681818181818182,0.2558139534883721,1.2954545454545454,84,33,98,0.39285714285714285,0.4883720930232558,1.1666666666666667,7,6,13,0.8571428571428571,0.040697674418604654,1.8571428571428572,4,2,4,0.5,0.023255813953488372,1.0,2,1,2,0.5,0.011627906976744186,1.0,0,0,0,,0.0,,2,2,4,1.0,0.011627906976744186,2.0,36,25,50,0.6944444444444444,0.20930232558139536,1.3888888888888888,0,0,0,,0.0,,1,1,2,1.0,0.005813953488372093,2.0,17,10,27,0.5882352941176471,0.09883720930232558,1.588235294117647,2,1,2,0.5,0.011627906976744186,1.0,3,3,7,1.0,0.01744186046511628,2.3333333333333335,2,1,3,0.5,0.011627906976744186,1.5,4,2,4,0.5,0.023255813953488372,1.0,Tim Abromaitis,Lenovo Tenerife,1333,39,False
SPAIN,2024-2025,59214,34,223,73,202,127,32,96,41,40,9,3,18.58433856502242,0.3273542600896861,0.4270833333333333,0.25196850393700787,0.3991031390134529,0.8395677472984207,0.5695067264573991,40,24,0.6,9,3,0.3333333333333333,93,29,85,87,27,6,2,0.3118279569892473,0.45698924731182794,0,0,0.9139784946236559,0.4305555555555556,123,42,89,37,5,86,37,0.34146341463414637,0.3617886178861789,3,3,0.7400257400257401,0.5694444444444444,135,39,94,74,16,61,23,0.28888888888888886,0.3770491803278688,0.21621621621621623,0.34814814814814815,2,2,0.7065057403591405,0.6108597285067874,86,33,82,52,16,34,17,0.38372093023255816,0.5,0.3076923076923077,0.47674418604651164,0,0,0.9534883720930233,0.3891402714932127,14,8,0.5714285714285714,0.06278026905829596,49,18,0.3673469387755102,0.21973094170403587,32,14,0.4375,0.14349775784753363,121,32,0.2644628099173554,0.5426008968609866,14,8,49,18,32,14,15,6,106,26,75,22,56,0.29333333333333333,0.336322869955157,0.7466666666666667,3,0,0,0.0,0.013452914798206279,0.0,22,9,23,0.4090909090909091,0.09865470852017937,1.0454545454545454,64,24,59,0.375,0.28699551569506726,0.921875,57,17,38,0.2982456140350877,0.2556053811659193,0.6666666666666666,60,18,54,0.3,0.26905829596412556,0.9,64,18,40,0.28125,0.28699551569506726,0.625,0,0,0,,0.0,,20,8,16,0.4,0.08968609865470852,0.8,3,0,0,0.0,0.013452914798206279,0.0,1,0,0,0.0,0.004484304932735426,0.0,37,18,36,0.4864864864864865,0.16591928251121077,0.972972972972973,1,0,0,0.0,0.004484304932735426,0.0,0,0,0,,0.0,,27,9,27,0.3333333333333333,0.1210762331838565,1.0,0,0,0,,0.0,,5,1,3,0.2,0.02242152466367713,0.6,3,0,0,0.0,0.013452914798206279,0.0,0,0,0,,0.0,,Daniel Perez,BAXI Manresa,1330,34,False
SPAIN,2024-2025,59255,2,1,0,0,1,0,0,0,0,0,0,23.1542,0.0,,0.0,0.0,0.0,1.0,0,0,,0,0,,1,0,0,1,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0,0,,,0,0,,0.0,0,0,0,0,0,0,0,,,,,0,0,,0.0,1,0,0,1,0,0,0,0.0,,0.0,0.0,0,0,0.0,1.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,1,0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,,0,0,0,,0.0,,1,0,0,0.0,1.0,0.0,0,0,0,,0.0,,0,0,0,,0.0,,1,0,0,0.0,1.0,0.0,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,Enric Sanmartin,Basquet Girona,1315,2,False
SPAIN,2024-2025,35369,29,125,48,136,72,21,53,27,19,11,3,17.880649599999998,0.384,0.5094339622641509,0.2916666666666667,0.468,0.9872241579558654,0.576,29,19,0.6551724137931034,11,2,0.18181818181818182,47,13,34,38,8,9,5,0.2765957446808511,0.3617021276595745,0,0,0.723404255319149,0.3790322580645161,77,35,83,33,13,44,22,0.45454545454545453,0.538961038961039,2,2,1.0914227015921931,0.6209677419354839,92,34,83,50,15,42,19,0.3695652173913043,0.4523809523809524,0.3,0.45108695652173914,2,2,0.9151593453919036,0.7603305785123967,29,12,30,20,6,9,6,0.41379310344827586,0.6666666666666666,0.3,0.5172413793103449,0,0,1.0344827586206897,0.2396694214876033,18,13,0.7222222222222222,0.144,16,10,0.625,0.128,17,2,0.11764705882352941,0.136,68,21,0.3088235294117647,0.544,18,13,16,10,17,2,11,2,57,19,33,12,29,0.36363636363636365,0.264,0.8787878787878788,3,0,0,0.0,0.024,0.0,6,1,2,0.16666666666666666,0.048,0.3333333333333333,23,11,28,0.4782608695652174,0.184,1.2173913043478262,56,22,54,0.39285714285714285,0.448,0.9642857142857143,25,5,15,0.2,0.2,0.6,30,11,31,0.36666666666666664,0.24,1.0333333333333334,0,0,0,,0.0,,1,0,0,0.0,0.008,0.0,2,0,0,0.0,0.016,0.0,3,2,4,0.6666666666666666,0.024,1.3333333333333333,29,19,38,0.6551724137931034,0.232,1.3103448275862069,0,0,0,,0.0,,0,0,0,,0.0,,15,4,11,0.26666666666666666,0.12,0.7333333333333333,1,0,0,0.0,0.008,0.0,5,2,6,0.4,0.04,1.2,10,3,8,0.3,0.08,0.8,0,0,0,,0.0,,Xavier Rathan-Mayes,Real Madrid,1338,29,False
SPAIN,2024-2025,59283,3,3,0,0,1,0,2,0,0,0,0,21.398200000000003,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0,0,,0,0,,1,0,0,0,0,1,0,0.0,0.0,0,0,0.0,0.3333333333333333,2,0,0,1,0,1,0,0.0,0.0,0,0,0.0,0.6666666666666666,1,0,0,1,0,0,0,0.0,,0.0,0.0,0,0,0.0,0.3333333333333333,2,0,0,0,0,2,0,0.0,0.0,,0.0,0,0,0.0,0.6666666666666666,0,0,,0.0,1,0,0.0,0.3333333333333333,1,0,0.0,0.3333333333333333,1,0,0.0,0.3333333333333333,0,0,1,0,1,0,0,0,1,0,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,2,0,0,0.0,0.6666666666666666,0.0,1,0,0,0.0,0.3333333333333333,0.0,0,0,0,,0.0,,2,0,0,0.0,0.6666666666666666,0.0,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,1,0,0,0.0,0.3333333333333333,0.0,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,Matthieu Grujicic,BC Barcelona,1340,3,False
SPAIN,2024-2025,35852,16,58,27,67,32,9,26,18,24,5,5,16.839320689655175,0.46551724137931033,0.6923076923076923,0.28125,0.5431034482758621,1.0969220694171578,0.5517241379310345,7,4,0.5714285714285714,5,3,0.6,46,21,51,31,9,15,12,0.45652173913043476,0.5543478260869565,1,0,1.0981912144702843,0.9019607843137255,5,2,4,0,0,5,2,0.4,0.4,1,1,0.9191176470588235,0.09803921568627451,42,17,42,26,8,16,9,0.40476190476190477,0.5625,0.3076923076923077,0.5,2,1,1.0027985074626866,0.7368421052631579,15,10,21,6,1,9,9,0.6666666666666666,1.0,0.16666666666666666,0.7,1,1,1.4248704663212435,0.2631578947368421,8,5,0.625,0.13793103448275862,12,9,0.75,0.20689655172413793,5,4,0.8,0.08620689655172414,32,9,0.28125,0.5517241379310345,8,5,12,9,5,4,9,1,23,8,20,10,27,0.5,0.3448275862068966,1.35,5,0,0,0.0,0.08620689655172414,0.0,0,0,0,,0.0,,15,10,21,0.6666666666666666,0.25862068965517243,1.4,17,7,15,0.4117647058823529,0.29310344827586204,0.8823529411764706,20,7,20,0.35,0.3448275862068966,1.0,4,1,2,0.25,0.06896551724137931,0.5,8,7,14,0.875,0.13793103448275862,1.75,1,0,0,0.0,0.017241379310344827,0.0,0,0,0,,0.0,,0,0,0,,0.0,,8,5,10,0.625,0.13793103448275862,1.25,0,0,0,,0.0,,3,3,6,1.0,0.05172413793103448,2.0,13,4,11,0.3076923076923077,0.22413793103448276,0.8461538461538461,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,DJ Stephens,CB UCAM Murcia,1334,16,False
SPAIN,2024-2025,59123,36,119,49,157,86,31,33,18,23,3,3,20.444957983193277,0.4117647058823529,0.5454545454545454,0.36046511627906974,0.542016806722689,1.1681547619047619,0.7226890756302521,35,28,0.8,3,2,0.6666666666666666,58,21,62,56,20,2,1,0.3620689655172414,0.5344827586206896,0,0,1.0689655172413792,0.5087719298245614,56,25,60,27,10,29,15,0.44642857142857145,0.5357142857142857,2,2,1.0900140646976089,0.49122807017543857,60,22,59,44,15,16,7,0.36666666666666664,0.4375,0.3409090909090909,0.49166666666666664,2,2,1.0019710906701709,0.5454545454545454,50,22,57,35,13,15,9,0.44,0.6,0.37142857142857144,0.57,0,0,1.14,0.45454545454545453,8,8,1.0,0.06722689075630252,7,2,0.2857142857142857,0.058823529411764705,16,6,0.375,0.13445378151260504,77,28,0.36363636363636365,0.6470588235294118,8,8,7,2,16,6,14,5,63,23,35,14,38,0.4,0.29411764705882354,1.0857142857142856,3,0,0,0.0,0.025210084033613446,0.0,9,4,12,0.4444444444444444,0.07563025210084033,1.3333333333333333,41,18,45,0.43902439024390244,0.3445378151260504,1.0975609756097562,22,8,21,0.36363636363636365,0.18487394957983194,0.9545454545454546,38,13,39,0.34210526315789475,0.31932773109243695,1.0263157894736843,35,13,36,0.37142857142857144,0.29411764705882354,1.0285714285714285,0,0,0,,0.0,,3,2,4,0.6666666666666666,0.025210084033613446,1.3333333333333333,2,0,0,0.0,0.01680672268907563,0.0,0,0,0,,0.0,,13,9,18,0.6923076923076923,0.1092436974789916,1.3846153846153846,0,0,0,,0.0,,0,0,0,,0.0,,15,6,17,0.4,0.12605042016806722,1.1333333333333333,0,0,0,,0.0,,1,0,0,0.0,0.008403361344537815,0.0,3,1,2,0.3333333333333333,0.025210084033613446,0.6666666666666666,0,0,0,,0.0,,Alberto Diaz,Malaga,1339,36,False
SPAIN,2024-2025,59162,35,253,116,336,131,45,122,71,52,23,4,16.652160079051384,0.45849802371541504,0.5819672131147541,0.3435114503816794,0.5474308300395256,1.1857707509881423,0.5177865612648221,69,59,0.855072463768116,23,7,0.30434782608695654,76,35,97,66,27,10,8,0.4605263157894737,0.6381578947368421,1,1,1.2820512820512822,0.3089430894308943,170,78,174,64,18,106,60,0.4588235294117647,0.5117647058823529,6,4,1.0310472659870251,0.6910569105691057,162,68,165,88,29,74,39,0.41975308641975306,0.527027027027027,0.32954545454545453,0.5092592592592593,5,5,1.0353227771010962,0.6532258064516129,86,47,110,39,16,47,31,0.5465116279069767,0.6595744680851063,0.41025641025641024,0.6395348837209303,2,0,1.2661141804788214,0.3467741935483871,39,30,0.7692307692307693,0.1541501976284585,54,30,0.5555555555555556,0.2134387351778656,28,10,0.35714285714285715,0.11067193675889328,121,45,0.371900826446281,0.4782608695652174,39,30,54,30,28,10,16,7,105,38,83,39,97,0.46987951807228917,0.32806324110671936,1.1686746987951808,4,0,0,0.0,0.015810276679841896,0.0,24,12,27,0.5,0.09486166007905138,1.125,62,35,83,0.5645161290322581,0.2450592885375494,1.3387096774193548,75,29,68,0.38666666666666666,0.2964426877470356,0.9066666666666666,33,17,51,0.5151515151515151,0.13043478260869565,1.5454545454545454,70,21,57,0.3,0.2766798418972332,0.8142857142857143,2,2,4,1.0,0.007905138339920948,2.0,25,10,20,0.4,0.09881422924901186,0.8,3,0,0,0.0,0.011857707509881422,0.0,1,1,2,1.0,0.003952569169960474,2.0,67,48,96,0.7164179104477612,0.2648221343873518,1.4328358208955223,1,0,0,0.0,0.003952569169960474,0.0,1,1,2,1.0,0.003952569169960474,2.0,31,10,30,0.3225806451612903,0.1225296442687747,0.967741935483871,0,0,0,,0.0,,3,1,2,0.3333333333333333,0.011857707509881422,0.6666666666666666,8,3,9,0.375,0.03162055335968379,1.125,3,1,2,0.3333333333333333,0.011857707509881422,0.6666666666666666,Dario Brizuela,BC Barcelona,1340,35,False
SPAIN,2024-2025,35386,43,298,158,412,141,48,157,110,137,25,3,14.793263087248318,0.5302013422818792,0.7006369426751592,0.3404255319148936,0.610738255033557,1.2631837135148392,0.47315436241610737,64,48,0.75,25,8,0.32,240,129,305,129,47,111,82,0.5375,0.6354166666666666,6,2,1.2652489284536763,0.8664259927797834,37,18,36,6,0,31,18,0.4864864864864865,0.4864864864864865,2,2,1.0031678986272439,0.13357400722021662,195,82,195,105,31,90,51,0.4205128205128205,0.5666666666666667,0.29523809523809524,0.5,7,3,0.9995961227786753,0.6770833333333334,93,70,154,30,14,63,56,0.7526881720430108,0.8888888888888888,0.4666666666666667,0.8279569892473119,1,1,1.658818493150685,0.3229166666666667,80,67,0.8375,0.2684563758389262,42,27,0.6428571428571429,0.14093959731543623,31,13,0.41935483870967744,0.1040268456375839,135,45,0.3333333333333333,0.45302013422818793,80,67,42,27,31,13,14,5,121,40,128,52,131,0.40625,0.42953020134228187,1.0234375,3,0,0,0.0,0.010067114093959731,0.0,13,9,21,0.6923076923076923,0.0436241610738255,1.6153846153846154,80,61,133,0.7625,0.2684563758389262,1.6625,64,30,64,0.46875,0.21476510067114093,1.0,128,48,135,0.375,0.42953020134228187,1.0546875,15,2,4,0.13333333333333333,0.050335570469798654,0.26666666666666666,27,27,54,1.0,0.09060402684563758,2.0,2,0,0,0.0,0.006711409395973154,0.0,0,0,0,,0.0,,4,0,0,0.0,0.013422818791946308,0.0,73,59,118,0.8082191780821918,0.24496644295302014,1.6164383561643836,0,0,0,,0.0,,1,1,2,1.0,0.003355704697986577,2.0,29,12,30,0.41379310344827586,0.09731543624161074,1.0344827586206897,2,0,0,0.0,0.006711409395973154,0.0,0,0,0,,0.0,,1,0,0,0.0,0.003355704697986577,0.0,6,3,6,0.5,0.020134228187919462,1.0,Matthew Costello,Valencia BC,1325,43,False
SPAIN,2024-2025,23482,9,28,19,50,0,0,28,19,12,6,0,4.023767857142857,0.6785714285714286,0.6785714285714286,,0.6785714285714286,1.358695652173913,0.0,20,12,0.6,6,2,0.3333333333333333,18,13,26,0,0,18,13,0.7222222222222222,0.7222222222222222,1,0,1.4099783080260302,0.782608695652174,5,3,6,0,0,5,3,0.6,0.6,0,0,1.2,0.21739130434782608,10,7,14,0,0,10,7,0.7,0.7,,0.7,0,0,1.4,0.35714285714285715,18,12,24,0,0,18,12,0.6666666666666666,0.6666666666666666,,0.6666666666666666,2,1,1.3241525423728815,0.6428571428571429,20,15,0.75,0.7142857142857143,7,4,0.5714285714285714,0.25,1,0,0.0,0.03571428571428571,0,0,,0.0,20,15,7,4,1,0,0,0,0,0,6,6,12,1.0,0.21428571428571427,2.0,0,0,0,,0.0,,6,2,4,0.3333333333333333,0.21428571428571427,0.6666666666666666,12,10,20,0.8333333333333334,0.42857142857142855,1.6666666666666667,4,1,2,0.25,0.14285714285714285,0.5,1,1,2,1.0,0.03571428571428571,2.0,1,0,0,0.0,0.03571428571428571,0.0,5,4,8,0.8,0.17857142857142858,1.6,1,0,0,0.0,0.03571428571428571,0.0,0,0,0,,0.0,,2,2,4,1.0,0.07142857142857142,2.0,2,1,2,0.5,0.07142857142857142,1.0,0,0,0,,0.0,,7,5,10,0.7142857142857143,0.25,1.4285714285714286,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,0,0,0,,0.0,,9,6,12,0.6666666666666666,0.32142857142857145,1.3333333333333333,Joel Soriano,Valencia BC,1325,9,False
